experiment_name,dataset,duration,model,explainer,cost_mean,cost_std,sparsity_mean,sparsity_std,fidelity_mean,fidelity_std,faithfulness_gap_mean,faithfulness_gap_std,stability_mean,stability_std,cf_sensitivity_mean,cf_sensitivity_std
exp2_rf_anchors_s123_n200,adult,44278.863491,adult_rf,anchors,52459.37213362785,83586.90335343842,0.17569444444444443,0.24580905297700784,0.2814315493921661,0.24891576633611126,0.1966342261904762,0.20267290162995347,0.0008580351379257505,0.005944809534097186,,
exp2_rf_anchors_s42_n50,adult,11335.806796,adult_rf,anchors,48381.20725359898,81957.65816990951,0.17050925925925928,0.23973843610675694,0.31209393542633856,0.2522682338814615,0.19174999999999998,0.20466176364919755,0.0011617486470244691,0.006173348821391113,,
exp2_svm_shap_s999_n50,adult,310889.077504,adult_svm,shap,89338.58525505588,9283.851244224927,0.09259259259259257,1.3877787807814457e-17,0.8541642899973795,0.18971008162493244,0.3455680933507721,0.2854380092288242,0.9379677297652558,0.043027638795525576,,
exp2_logreg_anchors_s123_n100,adult,1256.649396,adult_logreg,anchors,1840.302738014998,8431.5721077513,0.036064814814814806,0.04350765723406923,0.5013612175686607,0.19602803033778435,0.22982456587283612,0.19637447144754192,0.0005601437779565088,0.0038805843584787786,,
exp2_mlp_dice_s789_n50,adult,1819.63805,adult_mlp,dice,579.0637520534801,458.1202057923998,0.01597222222222222,0.0044345472362657444,0.03976507623501267,0.16663175345313078,0.06435349207695293,0.11371989656801414,0.14769084824847986,0.23015796564382907,0.0,0.0
exp2_svm_anchors_s123_n100,adult,20677.362992,adult_svm,anchors,37822.12734323242,61866.98782266391,0.04518518518518518,0.07166846107429126,0.504704936737758,0.22351622156225529,0.2921470621631386,0.2537340252554225,0.0003670295470700207,0.001839569240176751,,
exp2_rf_dice_s123_n100,adult,10238.955509,adult_rf,dice,1799.8124614650533,13417.559124534075,0.016828703703703703,0.008120712174486329,0.1188947726296226,0.24095285313035228,0.10631249999999999,0.16567276433907294,0.3617061965394149,0.35755969643997976,0.0,0.0
exp2_svm_dice_s789_n100,adult,13575.820322,adult_svm,dice,2149.8559918574756,1030.77947751296,0.015300925925925926,0.004409038660930549,0.24989502716646717,0.2731623047449405,0.07527248490892723,0.12236127703733238,0.39050157212693876,0.31691099742401196,0.0,0.0
exp2_svm_shap_s42_n50,adult,253637.735585,adult_svm,shap,231677.0014259285,94690.2164669214,0.09259259259259259,0.0,0.965728987455013,0.015745445925630888,0.6629781502582098,0.11753605421332458,0.9628363489331048,0.022731220869573934,,
exp2_mlp_dice_s123_n200,adult,6466.376508,adult_mlp,dice,506.67398166384373,226.1199745509878,0.01528935185185185,0.004717894144943735,0.023868986424656635,0.15431235763798648,0.07536188089277206,0.1363116598608786,0.12390149920660776,0.19840516338966974,0.0,0.0
exp2_svm_shap_s456_n50,adult,253637.743791,adult_svm,shap,226036.93705710178,102819.89135517599,0.09259259259259259,0.0,0.9597882223970691,0.024478808474767563,0.6716321979661665,0.0992571875342579,0.9658540028941072,0.030538691314591426,,
exp2_xgb_dice_s999_n100,adult,4504.592555,adult_xgb,dice,834.2594535223179,2251.318698846807,0.017152777777777777,0.008884758637268881,0.3469093413616528,0.29237035352018587,0.20196232986083487,0.2428926205833574,0.5806000128946459,0.2648519815554283,0.0,0.0
exp2_xgb_dice_s999_n50,adult,1855.658109,adult_xgb,dice,828.9532602315012,2517.915988640983,0.016759259259259262,0.009137627028347714,0.32355393689581086,0.28465082360802346,0.1906496626965236,0.23776772974536842,0.571831138932403,0.2687470189035847,0.0,0.0
exp2_svm_shap_s42_n200,adult,129953.010231,adult_svm,shap,90603.74692449182,8102.098282365806,0.09259259259259257,1.3877787807814457e-17,0.9619117214164282,0.03364239004680959,0.6729999269883064,0.13057085143009248,0.9682516695470806,0.027299471425880933,,
exp2_mlp_shap_s456_n50,adult,207.650641,adult_mlp,shap,56.94899164402159,5.773177852207642,0.09259259259259257,1.3877787807814457e-17,0.7244144198936152,0.15359536163385568,0.4527122669060564,0.3172807266380764,0.33523676417189285,0.24658050514251603,,
exp2_svm_anchors_s456_n50,adult,8279.333733,adult_svm,anchors,29955.141885399968,50940.17243710523,0.04273148148148147,0.04072682316992578,0.49663282846168977,0.21744139264290416,0.29134079719430206,0.2597027967844863,0.002096756302099037,0.009076323111897246,,
exp2_mlp_shap_s999_n100,adult,395.212416,adult_mlp,shap,53.833331972855376,3.186026615267206,0.09259259259259257,1.3877787807814457e-17,0.7005594215047249,0.1450597141759342,0.42836689602451566,0.30280618092947553,0.3113744423052435,0.22496147669164226,,
exp2_logreg_dice_s999_n100,adult,3489.400724,adult_logreg,dice,546.6167743676124,313.42072822754875,0.0175,0.011850043264783006,0.17499402403202832,0.22555379095149133,0.06846584684084593,0.11387021564165842,0.33348563136764897,0.3515852477749971,0.0,0.0
exp2_svm_anchors_s789_n100,adult,14844.285187,adult_svm,anchors,30259.32845689837,49949.13868259711,0.04108796296296296,0.055517806426572565,0.5296755119266274,0.21851207150196472,0.3034736290406533,0.26078929653302385,0.00012587728088177082,0.0008727793097117451,,
exp2_mlp_dice_s999_n100,adult,3428.930975,adult_mlp,dice,530.5184859602377,308.819543831069,0.015648148148148147,0.005848012101717825,0.027928925155434055,0.15183307376564678,0.07379627269945492,0.11637457248039461,0.11988460934253332,0.1966456883184715,0.0,0.0
exp2_logreg_dice_s123_n100,adult,3593.386519,adult_logreg,dice,563.3950505231769,319.0384673062229,0.017453703703703704,0.013487327665055877,0.16584224623123245,0.23546743667274617,0.06559441554109421,0.1174090217661812,0.3590257841893188,0.35931352603491895,0.0,0.0
exp2_xgb_anchors_s789_n50,adult,883.802515,adult_xgb,anchors,3087.7967139951033,17034.09320405664,0.05685185185185185,0.08147643081989735,0.3102751744070678,0.20828397775735563,0.21209266681340522,0.24246863264742372,0.00016666666666666663,0.0023511226632776474,,
exp2_svm_anchors_s456_n200,adult,42670.721926,adult_svm,anchors,34765.61658188768,59369.041688068835,0.0439699074074074,0.05434295737486663,0.5075538812018385,0.2258228073475913,0.2944644263167483,0.26010667781323726,0.0012327335497718222,0.007169209534259063,,
exp2_svm_dice_s456_n200,adult,26796.577699,adult_svm,dice,2104.1380317687867,866.6403843407412,0.015497685185185184,0.004365727853364584,0.20797936160220282,0.26141138573815403,0.06621359598123237,0.1155005162693219,0.3987664674983401,0.3284665125201519,0.0,0.0
